Company name,Symbol
DRIVER AUSTRALIA MASTER TRUST,DAM
DRIVER AUSTRALIA THREE TRUST,DAE
DRIVER AUSTRALIA TWO TRUST,DAQ
DRONESHIELD LIMITED,DRO
DROPSUITE LIMITED,DSE
DTI GROUP LTD,DTI
DUBBER CORPORATION LIMITED,DUB
DUKETON MINING LIMITED,DKM
DULUXGROUP LIMITED,DLX
DUXTON BROADACRE FARMS LIMITED,DBF
DUXTON WATER LIMITED,D2O
DWS LIMITED,DWS
DYNASTY RESOURCES LIMITED,DMA
E2 METALS LIMITED,E2M
EAGLE HEALTH HOLDINGS LIMITED,EHH
EAGLE MOUNTAIN MINING LIMITED,EM2
EAST ENERGY RESOURCES LIMITED,EER
EAST WEST ENERGY LIMITED,EWE
EASTERN GOLDFIELDS LIMITED,EGS
EASTERN IRON LIMITED,EFE
EASTON INVESTMENTS LIMITED,EAS
EBOS GROUP LIMITED,EBO
ECARGO HOLDINGS LIMITED,ECG
ECHO RESOURCES LIMITED,EAR
ECLIPSE METALS LIMITED.,EPM
ECLIPX GROUP LIMITED,ECX
EDEN HEALTH INDUSTRY HOLDINGS LIMITED,ETK
EDEN INNOVATIONS LTD,EDE
EGAN STREET RESOURCES LIMITED,EGA
EHR RESOURCES LIMITED,EHX
EILDON CAPITAL LIMITED,EDC
ELANOR INVESTORS GROUP,ENN
ELANOR RETAIL PROPERTY FUND,ERF
ELDERS LIMITED,ELD
ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,EOS
ELEMENTOS LIMITED,ELT
ELIXINOL GLOBAL LIMITED,EXL
ELIXIR PETROLEUM LIMITED,EXR
ELK PETROLEUM LIMITED,ELK
ELLERSTON ASIAN INVESTMENTS LIMITED,EAI
ELLERSTON GLOBAL INVESTMENTS LIMITED,EGI
ELLEX MEDICAL LASERS LIMITED,ELX
ELMO SOFTWARE LIMITED,ELO
ELSIGHT LIMITED,ELS
EMBELTON LIMITED,EMB
EMECO HOLDINGS LIMITED,EHL
EMERALD RESOURCES NL,EMR
EMERGENT RESOURCES LIMITED,EMG
EMERGING MARKETS MASTERS FUND,EMF
EML PAYMENTS LIMITED,EML
EMMERSON RESOURCES LIMITED,ERM
EMPEROR ENERGY LIMITED,EMP
EMPIRE ENERGY GROUP LIMITED,EEG
EMPIRE OIL & GAS NL,EGO
EMPIRE RESOURCES LIMITED,ERL
EMPIRED LTD,EPD
EMU NL,EMU
ENCOUNTER RESOURCES LIMITED,ENR
ENEABBA GAS LIMITED,ENB
ENEGEX LIMITED,ENX
ENERGY ACTION LIMITED,EAX
ENERGY METALS LTD,EME
ENERGY ONE LIMITED,EOL
ENERGY RESOURCES OF AUSTRALIA LIMITED,ERA
ENERGY TECHNOLOGIES LIMITED,EGY
ENERGY WORLD CORPORATION LTD,EWC
ENERO GROUP LIMITED,EGG
ENGAGE:BDR LIMITED,EN1
ENGENCO LIMITED,EGN
ENHANCED OIL & GAS RECOVERY LIMITED,EOR
ENICE HOLDING COMPANY LIMITED,ENC
ENNOX GROUP LTD,EXO
ENSOGO LIMITED,E88
ENSURANCE LTD,ENA
ENTEK ENERGY LTD,ETE
ENTERPRISE METALS LIMITED,ENT
ENVIROMISSION LIMITED,EVM
ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED,ESI
ENVIRONMENTAL GROUP LIMITED (THE),EGL
ENVIROSUITE LIMITED,EVS
EON NRG LIMITED,E2E
EPHRAIM RESOURCES LIMITED,EPA
EQT HOLDINGS LIMITED,EQT
EQUATORIAL RESOURCES LIMITED,EQX
EQUUS MINING LIMITED,EQE
ERM POWER LIMITED,EPW
ESENSE-LAB LTD,ESE
ESERVGLOBAL LIMITED,ESV
ESPERANCE MINERALS LIMITED,ESM
ESPORTS MOGUL ASIA PACIFIC LIMITED,ESH
ESTIA HEALTH LIMITED,EHE
ESTRELLA RESOURCES LIMITED,ESR
ETHERSTACK PLC,ESK
EUMUNDI GROUP LIMITED,EBG
EUREKA GROUP HOLDINGS LIMITED,EGH
EUROPEAN COBALT LTD,EUC
EUROPEAN LITHIUM LIMITED,EUR
EUROPEAN METALS HOLDINGS LIMITED,EMH
EUROZ LIMITED,EZL
EVANS & PARTNERS GLOBAL DISRUPTION FUND,EGD
EVE INVESTMENTS LIMITED,EVE
EVENT HOSPITALITY AND ENTERTAINMENT LTD,EVT
EVOLUTION MINING LIMITED,EVN
EVOLVE EDUCATION GROUP LIMITED,EVO
EVZ LIMITED,EVZ
EXCELSIOR GOLD LIMITED,EXG
EXPERIENCE CO LIMITED,EXP
EXPLAURUM LIMITED,EXU
FACTOR THERAPEUTICS LIMITED,FTT
FAIRFAX MEDIA LIMITED,FXJ
FAMILY ZONE CYBER SAFETY LIMITED,FZO
FAR LIMITED,FAR
FARM PRIDE FOODS LIMITED,FRM
FARMAFORCE LIMITED,FFC
FASTBRICK ROBOTICS LTD,FBR
FASTER ENTERPRISES LTD,FE8
FAT PROPHETS GLOBAL CONTRARIAN FUND LTD,FPC
FAT PROPHETS GLOBAL PROPERTY FUND,FPP
FATFISH INTERNET GROUP LTD,FFG
FE INVESTMENTS GROUP LIMITED,FEI
FE LIMITED,FEL
FERRUM CRESCENT LIMITED,FCR
FERTOZ LIMITED,FTZ
FFI HOLDINGS LIMITED,FFI
FIDUCIAN GROUP LIMITED,FID
FIELD SOLUTIONS HOLDINGS LIMITED,FSG
FINBAR GROUP LIMITED,FRI
FINDERS RESOURCES LIMITED,FND
FIRST COBALT CORP.,FCC
FIRST GRAPHENE LIMITED,FGR
FIRST GROWTH FUNDS LIMITED,FGF
FIRSTMAC MORTGAGE FUNDING TRUST SERIES 1-2007,FMA
FIRSTWAVE CLOUD TECHNOLOGY LIMITED,FCT
FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,FPH
FITZROY RIVER CORPORATION LTD,FZR
FLAGSHIP INVESTMENTS LIMITED,FSI
FLAMINGO AI LIMITED,FGO
FLEETWOOD CORPORATION LIMITED,FWD
FLETCHER BUILDING LIMITED,FBU
FLEXIGROUP LIMITED,FXL
FLEXIROAM LIMITED,FRX
FLIGHT CENTRE TRAVEL GROUP LIMITED,FLT
FLINDERS MINES LIMITED,FMS
FLUENCE CORPORATION LIMITED,FLC
FOCUS MINERALS LTD,FML
FOLKESTONE EDUCATION TRUST,FET
FOLKESTONE LIMITED,FLK
FONTERRA SHAREHOLDERS' FUND,FSF
FORAGER AUSTRALIAN SHARES FUND,FOR
FORCE COMMODITIES LIMITED,4CE
FORTE CONSOLIDATED LIMITED,FRC
FORTESCUE METALS GROUP LTD,FMG
FORTUNE ASIA GROUP LTD,FYA
FRASER RANGE METALS GROUP LTD,FRN
FREEDOM FOODS GROUP LIMITED,FNP
FREEDOM INSURANCE GROUP LTD,FIG
FREEDOM OIL AND GAS LTD,FDM
FREEHILL MINING LIMITED.,FHS
FREELANCER LIMITED,FLN
FREMONT PETROLEUM CORPORATION LIMITED,FPL
FRONTIER CAPITAL GROUP LIMITED,FCG
FRONTIER DIAMONDS LTD,FDX
FRONTIER DIGITAL VENTURES LIMITED,FDV
FRONTIER RESOURCES LIMITED,FNT
FSA GROUP LIMITED,FSA
FUNTASTIC LIMITED,FUN
FUTURE FIBRE TECHNOLOGIES LIMITED,FFT
FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED,FGG
FUTURE GENERATION INVESTMENT COMPANY LIMITED,FGX
FYI RESOURCES LIMITED,FYI
G MEDICAL INNOVATIONS HOLDINGS LIMITED,GMV
G.U.D. HOLDINGS LIMITED,GUD
G8 EDUCATION LIMITED,GEM
GAGE ROADS BREWING CO LIMITED,GRB
GALAXY RESOURCES LIMITED,GXY
GALE PACIFIC LIMITED,GAP
GALENA MINING LIMITED,G1A
GALILEE ENERGY LIMITED,GLL
GARDA CAPITAL GROUP,GCM
GARDA DIVERSIFIED PROPERTY FUND,GDF
GAS2GRID LIMITED,GGX
GASCOYNE RESOURCES LIMITED,GCY
GATEWAY LIFESTYLE GROUP,GTY
GATEWAY MINING LIMITED,GML
GAZAL CORPORATION LIMITED,GZL
GBM GOLD LTD,GBM
GBM RESOURCES LIMITED,GBZ
GBST HOLDINGS LIMITED,GBT
GDI PROPERTY GROUP,GDI
GENERA BIOSYSTEMS LIMITED,GBI
GENERATION DEVELOPMENT GROUP LIMITED,GDG
GENESIS ENERGY LIMITED,GNE
GENESIS MINERALS LIMITED,GMD
GENESIS RESOURCES LIMITED,GES
GENETIC SIGNATURES LIMITED,GSS
GENETIC TECHNOLOGIES LIMITED,GTG
GENEX POWER LIMITED,GNX
GENTRACK GROUP LIMITED,GTK
GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED,GMA
GEOOP LIMITED,GEO
GEOPACIFIC RESOURCES LTD,GPR
GETSWIFT LIMITED,GSW
"GI DYNAMICS, INC",GID
GINDALBIE METALS LTD,GBG
GLADIATOR RESOURCES LIMITED,GLA
GLENNON SMALL COMPANIES LIMITED,GC1
GLG CORP LTD,GLE
GLOBAL CONSTRUCTION SERVICES LIMITED,GCS
GLOBAL ENERGY VENTURES LIMITED,GEV
GLOBAL FORTUNE INVESTMENT LIMITED,GFI
GLOBAL GEOSCIENCE LIMITED,GSC
GLOBAL HEALTH LIMITED,GLH
GLOBAL MASTERS FUND LIMITED,GFL
GLOBAL PETROLEUM LIMITED,GBP
GLOBAL VALUE FUND LIMITED,GVF
GLOBE INTERNATIONAL LIMITED,GLB
GLOBE METALS & MINING LIMITED,GBE
GME RESOURCES LIMITED,GME
GO ENERGY GROUP LIMITED,GOE
GOCONNECT LIMITED,GCN
GODFREYS GROUP LIMITED,GFY
GOLD MOUNTAIN LIMITED,GMN
GOLD ROAD RESOURCES LIMITED,GOR
GOLDEN CROSS RESOURCES LTD,GCR
GOLDEN DEEPS LIMITED.,GED
GOLDEN MILE RESOURCES LTD,G88
GOLDEN RIM RESOURCES LTD,GMR
GOLDFIELDS MONEY LIMITED,GMY
GOODMAN GROUP,GMG
GOOROO VENTURES LIMITED,GOO
GOWING BROS LIMITED,GOW
GPS ALLIANCE HOLDINGS LIMITED,GPS
GPT GROUP,GPT
GR ENGINEERING SERVICES LIMITED,GNG
GRAINCORP LIMITED,GNC
GRAND GULF ENERGY LIMITED,GGE
GRANDBRIDGE LIMITED,GBA
GRANGE RESOURCES LIMITED.,GRR
GRAPHEX MINING LIMITED,GPX
GREAT BOULDER RESOURCES LIMITED,GBR
GREAT WESTERN EXPLORATION LIMITED.,GTE
GREATCELL SOLAR LIMITED,GSL
GREENCROSS LIMITED,GXL
GREENLAND MINERALS AND ENERGY LIMITED,GGG
GREENPOWER ENERGY LIMITED,GPP
GREENVALE ENERGY LIMITED,GRV
GROWTHPOINT PROPERTIES AUSTRALIA,GOZ
GRYPHON CAPITAL INCOME TRUST,GCI
GTI RESOURCES LIMITED,GTR
GTN LIMITED,GTN
GULF MANGANESE CORPORATION LIMITED,GMC
GULLEWA LIMITED,GUL
GWA GROUP LIMITED.,GWA
GWR GROUP LIMITED,GWR
HAIXI PHARMACEUTICAL INTERNATIONAL HOLDINGS LIMITED,HXP
HAMMER METALS LIMITED,HMX
HAMPTON HILL MINING NL,HHM
HANNANS LTD,HNR
HANSEN TECHNOLOGIES LIMITED,HSN
HARANGA RESOURCES LIMITED,HAR
HARDEY RESOURCES LIMITED,HDY
HARRIS TECHNOLOGY GROUP LIMITED,HT8
HARVEY NORMAN HOLDINGS LIMITED,HVN
HASTINGS TECHNOLOGY METALS LTD,HAS
HAVILAH RESOURCES LIMITED,HAV
HAWKLEY OIL AND GAS LIMITED,HOG
HAWKSTONE MINING LIMITED,HWK
HAWTHORN RESOURCES LIMITED,HAW
HAZER GROUP LIMITED,HZR
HEALTHSCOPE LIMITED.,HSO
HEARMEOUT LIMITED,HMO
HELIOS ENERGY LTD,HE8
HELIX RESOURCES LIMITED,HLX
HELLOWORLD TRAVEL LIMITED,HLO
HENRY MORGAN LIMITED,HML
HERON RESOURCES LIMITED,HRR
HEXAGON RESOURCES LIMITED,HXG
HGL LIMITED,HNG
HHY FUND,HHY
HIGH GRADE METALS LIMITED,HGM
HIGH PEAK ROYALTIES LIMITED,HPR
HIGHFIELD RESOURCES LIMITED,HFR
HIGHLANDS PACIFIC LIMITED,HIG
HILL END GOLD LIMITED,HEG
HILLGROVE RESOURCES LIMITED,HGO
HILLS LIMITED,HIL
HITECH GROUP AUSTRALIA LIMITED,HIT
HOLISTA COLLTECH LIMITED,HCT
HOMELOANS LIMITED,HOM
HORIZON GOLD LIMITED,HRN
HORIZON OIL LIMITED,HZN
HORSESHOE METALS LIMITED,HOR
HOT CHILI LIMITED,HCH
HOTCOPPER HOLDINGS LIMITED,HOT
HOTEL PROPERTY INVESTMENTS,HPI
HRL HOLDINGS LTD,HRL
HT&E LIMITED,HT1
HUB24 LIMITED,HUB
HUDSON INVESTMENT GROUP LIMITED,HGL
HUGHES DRILLING LIMITED,HDX
HUON AQUACULTURE GROUP LIMITED,HUO
HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,HTA
HYLEA METALS LIMITED,HCO
"HYUNDAI CAPITAL SERVICES, INC.",HCS
I SYNERGY GROUP LIMITED,IS3
IAG FINANCE (NEW ZEALAND) LIMITED,IAN
IBOSSES CORPORATION LIMITED,IB8
IBUYNEW GROUP LIMITED,IBN
ICANDY INTERACTIVE LIMITED,ICI
ICAR ASIA LIMITED,ICQ
ICOLLEGE LIMITED,ICT
ICON ENERGY LIMITED,ICN
ICSGLOBAL LIMITED,ICS
IDOL 2010-1 TRUST,IDF
IDOL 2011-1 TRUST,IDH
IDOL 2011-2 TRUST,IDJ
IDP EDUCATION LIMITED,IEL
IDT AUSTRALIA LIMITED,IDT
IKEGPS GROUP LIMITED,IKE
IKWEZI MINING LIMITED,IKW
ILUKA RESOURCES LIMITED,ILU
IMAGE RESOURCES NL,IMA
IMAGION BIOSYSTEMS LIMITED,IBX
IMDEX LIMITED,IMD
IMF BENTHAM LIMITED,IMF
IMMURON LIMITED,IMC
IMMUTEP LIMITED,IMM
IMPACT MINERALS LIMITED,IPT
IMPEDIMED LIMITED,IPD
IMPELUS LIMITED,IMS
IMPERIAL PACIFIC LIMITED,IPC
IMPRESSION HEALTHCARE LIMITED,IHL
IMUGENE LIMITED,IMU
INABOX GROUP LIMITED,IAB
INCA MINERALS LIMITED,ICG
INCITEC PIVOT LIMITED,IPL
INDAGO ENERGY LIMITED,INK
INDEPENDENCE GROUP NL,IGO
INDIA RESOURCES LIMITED,IRL
INDIANA RESOURCES LIMITED,IDA
INDO MINES LIMITED,IDO
INDOCHINE MINING LIMITED,IDC
INDOOR SKYDIVE AUSTRALIA GROUP LIMITED,IDZ
INDUS ENERGY NL,IND
INDUSTRIA REIT,IDR
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,ICB
INFIGEN ENERGY,IFN
INFOMEDIA LTD,IFM
INFRATIL LIMITED.,IFT
INGENIA COMMUNITIES GROUP,INA
INGHAMS GROUP LIMITED,ING
INNATE IMMUNOTHERAPEUTICS LIMITED,IIL
INSURANCE AUSTRALIA GROUP LIMITED,IAG
INTEGRAL DIAGNOSTICS LIMITED,IDX
INTEGRATED GREEN ENERGY SOLUTIONS LTD,IGE
INTEGRATED MEDIA TECHNOLOGY LIMITED,ITL
INTEGRATED PAYMENT TECHNOLOGIES LIMITED,IP1
INTEGRATED RESEARCH LIMITED,IRI
INTELLIHR HOLDINGS LIMITED,IHR
INTERMIN RESOURCES LIMITED,IRC
INTERNATIONAL EQUITIES CORPORATION LIMITED.,IEQ
INTERNATIONAL FINANCE CORPORATION,IFX
INTERNATIONAL GOLDFIELDS LIMITED...,IGS
INTERPOSE HOLDINGS LIMITED,IHS
INTERSTAR MILLENNIUM SERIES 2002-1G TRUST,IMG
INTERSTAR MILLENNIUM SERIES 2003-3G TRUST,IMX
INTERSTAR MILLENNIUM SERIES 2004-1E TRUST,IMQ
INTERSTAR MILLENNIUM SERIES 2004-2G TRUST,IMK
INTERSTAR MILLENNIUM SERIES 2004-5 TRUST,IMN
INTERSTAR MILLENNIUM SERIES 2005-2L TRUST,IMO
INTERSTAR MILLENNIUM SERIES 2006-2G TRUST,INB
INTERSTAR MILLENNIUM SERIES 2006-3L TRUST,INN
INTERSTAR MILLENNIUM SERIES 2006-4H TRUST,INH
INTIGER GROUP LIMITED,IAM
INTRA ENERGY CORPORATION LIMITED,IEC
INTREPID MINES LIMITED,IAU
INVENTIS LIMITED,IVT
INVESTA OFFICE FUND,IOF
INVESTIGATOR RESOURCES LTD,IVR
INVESTSMART GROUP LIMITED,INV
INVIGOR GROUP LIMITED,IVO
INVION LIMITED,IVX
INVITROCUE LIMITED,IVQ
INVOCARE LIMITED,IVC
IODM LIMITED,IOD
IOOF HOLDINGS LIMITED,IFL
IOT GROUP LIMITED,IOT
IPB PETROLEUM LIMITED,IPB
IPE LIMITED,IPE
IPH LIMITED,IPH
IQ3CORP LIMITED,IQ3
IRESS LIMITED,IRE
IRON MOUNTAIN INCORPORATED,INM
IRON ROAD LIMITED,IRD
IRONBARK CAPITAL LIMITED,IBC
IRONBARK ZINC LTD,IBG
ISELECT LIMITED.,ISU
ISENTIA GROUP LIMITED,ISD
ISENTRIC LIMITED.,ICU
ISHARES S&P SMALL-CAP ETF,IJR
ISIGNTHIS LTD,ISX
ITL HEALTH GROUP LIMITED,ITD
IVE GROUP LIMITED,IGL
IXUP LIMITED,IXU
JACK-IN GROUP LIMITED,JIP
JACKA RESOURCES LIMITED,JKA
JADAR LITHIUM LIMITED,JDR
JAMES HARDIE INDUSTRIES PLC,JHX
JAMESON RESOURCES LIMITED,JAL
JANISON EDUCATION GROUP LIMITED,JAN
JANUS HENDERSON GROUP PLC,JHG
JAPARA HEALTHCARE LIMITED,JHC
JATENERGY LIMITED,JAT
JAYEX HEALTHCARE LIMITED,JHL
JAYRIDE GROUP LIMITED,JAY
JB HI-FI LIMITED,JBH
JC INTERNATIONAL GROUP LIMITED,JCI
JCURVE SOLUTIONS LTD,JCS
JERVOIS MINING LIMITED,JRV
JIAJIAFU MODERN AGRICULTURE LIMITED,JJF
JINDALEE RESOURCES LIMITED,JRL
JOHNS LYNG GROUP LIMITED,JLG
JOYCE CORPORATION LTD,JYC
JUMBO INTERACTIVE LIMITED,JIN
JUPITER ENERGY LIMITED,JPR
JUPITER MINES LIMITED.,JMS
JUSTKAPITAL LIMITED,JKL
JV GLOBAL LIMITED,JVG
JYG AUSTRALIA LTD,JYG
K & S CORPORATION LIMITED,KSC
K2 ASSET MANAGEMENT HOLDINGS LTD,KAM
K2 ENERGY LIMITED.,KTE
K2FLY LIMITED,K2F
KAILI RESOURCES LIMITED,KLR
KAIRIKI ENERGY LIMITED,KIK
KAIROS MINERALS LIMITED,KAI
KALAMAZOO RESOURCES LIMITED,KZR
KALIA LIMITED,KLH
KALINA POWER LIMITED,KPO
KALIUM LAKES LIMITED,KLL
KALNORTH GOLD MINES LIMITED,KGM
KANGAROO ISLAND PLANTATION TIMBERS LTD,KPT
KANGAROO RESOURCES LIMITED,KRL
KAROON GAS AUSTRALIA LIMITED,KAR
KASBAH RESOURCES LIMITED,KAS
KATANA CAPITAL LIMITED,KAT
KATHMANDU HOLDINGS LIMITED,KMD
KAZAKHSTAN POTASH CORPORATION LIMITED,KPC
KAZIA THERAPEUTICS LIMITED,KZA
KBL MINING LIMITED,KBL
KELLY PARTNERS GROUP HOLDINGS LIMITED,KPG
KEY PETROLEUM LIMITED,KEY
KEYBRIDGE CAPITAL LIMITED,KBC
KFW,KFW
KGL RESOURCES LIMITED,KGL
KIBARAN RESOURCES LIMITED,KNL
KIDMAN RESOURCES LIMITED,KDR
KIN MINING NL,KIN
KINA PETROLEUM LIMITED,KPL
KINA SECURITIES LIMITED,KSL
KINETIKO ENERGY LTD,KKO
KING ISLAND SCHEELITE LIMITED,KIS
KING RIVER COPPER LIMITED,KRC
KINGFISHER TRUST 2016-1,KIG
KINGSGATE CONSOLIDATED LIMITED.,KCN
KINGSLAND GLOBAL LTD,KLO
KINGSROSE MINING LIMITED,KRM
KINGSTON RESOURCES LIMITED,KSN
KIP MCGRATH EDUCATION CENTRES LIMITED,KME
KIRKLAND LAKE GOLD LTD,KLA
KNEOMEDIA LIMITED,KNM
KNOSYS LIMITED,KNO
KOGAN.COM LTD,KGN
KOGI IRON LIMITED,KFE
KOLLAKORN CORPORATION LIMITED,KKL
KONEKT LIMITED,KKT
KOON HOLDINGS LIMITED,KNH
KOPORE METALS LIMITED,KMT
KORAB RESOURCES LIMITED,KOR
KORE POTASH PLC,KP2
KOREA SOUTH-EAST POWER CO LTD,KOP
KORVEST LTD,KOV
KRAKATOA RESOURCES LIMITED,KTA
KRESTA HOLDINGS LIMITED,KRS
KULA GOLD LIMITED,KGD
KYCKR LIMITED,KYK
L1 LONG SHORT FUND LIMITED,LSF
LACHLAN STAR LIMITED,LSA
LAKE RESOURCES N.L.,LKE
LAKES OIL NL,LKO
LAND & HOMES GROUP LIMITED,LHM
LANDMARK WHITE LIMITED,LMW
LANEWAY RESOURCES LTD,LNY
LANKA GRAPHITE LIMITED,LGR
LANTERN HOTEL GROUP,LTN
LARAMIDE RESOURCES LTD,LAM
LASERBOND LIMITED,LBL
LATAM AUTOS LIMITED,LAA
LATIN RESOURCES LIMITED,LRS
LATITUDE AUSTRALIA CREDIT CARD LOAN NOTE TRUST,LCN
LATITUDE AUSTRALIA PERSONAL LOANS SERIES 2017-1 TRUST,LC1
LATITUDE CONSOLIDATED LIMITED,LCD
LATROBE MAGNESIUM LIMITED,LMG
LBT INNOVATIONS LIMITED,LBT
LEAF RESOURCES LTD,LER
LEFROY EXPLORATION LIMITED,LEX
LEGACY IRON ORE LIMITED,LCY
LEGEND CORPORATION LIMITED,LGD
LEGEND MINING LIMITED,LEG
LEIGH CREEK ENERGY LIMITED,LCK
LENDLEASE GROUP,LLC
LEPIDICO LTD,LPD
LIFEHEALTHCARE GROUP LIMITED,LHC
LIFESPOT HEALTH LTD,LSH
LIFESTYLE COMMUNITIES LIMITED,LIC
LINCOLN MINERALS LIMITED,LML
LINDIAN RESOURCES LIMITED,LIN
LINDSAY AUSTRALIA LIMITED,LAU
LINIUS TECHNOLOGIES LIMITED,LNU
LINK ADMINISTRATION HOLDINGS LIMITED,LNK
LION ENERGY LIMITED,LIO
LION ONE METALS LIMITED,LLO
LION SELECTION GROUP LIMITED.,LSX
LIONHUB GROUP LIMITED,LHB
LIONTOWN RESOURCES LIMITED,LTR
LIQUEFIED NATURAL GAS LIMITED,LNG
LITHIUM AUSTRALIA NL,LIT
LITHIUM CONSOLIDATED MINERAL EXPLORATION LIMITED,LI3
LITHIUM POWER INTERNATIONAL LIMITED,LPI
LITIGATION CAPITAL MANAGEMENT LIMITED,LCA
LIVEHIRE LIMITED,LVH
LIVETILES LIMITED,LVT
LIVING CELL TECHNOLOGIES LIMITED,LCT
LLOYDS BANKING GROUP PLC,LO1
LOCALITY PLANNING ENERGY HOLDINGS LIMITED,LPE
LODESTAR MINERALS LIMITED,LSR
LOGICAMMS LIMITED,LCM
LONDON CITY EQUITIES LIMITED,LCE
LONGFORD RESOURCES LIMITED,LFR
LONGREACH OIL LIMITED,LGO
LONGTABLE GROUP LIMITED,LON
LOVE GROUP GLOBAL LTD,LVE
LOVISA HOLDINGS LIMITED,LOV
LOWELL RESOURCES FUND,LRT
LUCAPA DIAMOND COMPANY LIMITED,LOM
LUSTRUM MINERALS LTD,LRM
LWP TECHNOLOGIES LIMITED,LWP
LYCOPODIUM LIMITED,LYL
LYNAS CORPORATION LIMITED,LYC
MACA LIMITED,MLD
MACH7 TECHNOLOGIES LIMITED,M7T
MACMAHON HOLDINGS LIMITED,MAH
MACPHERSONS RESOURCES LIMITED,MRP
MACQUARIE ATLAS ROADS GROUP,MQA
MACQUARIE BANK LIMITED,MBL
MACQUARIE GROUP LIMITED,MQG
MACQUARIE MEDIA LIMITED,MRN
MACQUARIE TELECOM GROUP LIMITED,MAQ
MAGELLAN FINANCIAL GROUP LIMITED,MFG
MAGELLAN GLOBAL TRUST,MGG
MAGMATIC RESOURCES LIMITED,MAG
MAGNETIC RESOURCES NL,MAU
MAGNETITE MINES LIMITED.,MGT
MAGNIS RESOURCES LIMITED.,MNS
MAGNUM MINING AND EXPLORATION LIMITED,MGU
MAGONTEC LIMITED,MGL
MAINSTREAM GROUP HOLDINGS LIMITED,MAI
MAJESTIC HORIZON HOLDINGS LTD,MHH
MAKO GOLD LIMITED,MKG
MALACHITE RESOURCES LIMITED,MAR
MANAGED ACCOUNTS HOLDINGS LIMITED,MGP
MANALTO LIMITED,MTL
MANAS RESOURCES LIMITED,MSR
MANDALONG RESOURCES LIMITED,MDD
MANHATTAN CORPORATION LIMITED,MHC
MANTRA GROUP LIMITED,MTR
MARENICA ENERGY LTD,MEY
MARETERRAM LIMITED,MTM
MARINDI METALS LIMITED,MZN
MARINER CORPORATION LIMITED,MCX
MARMOTA LIMITED,MEU
MARQUEE RESOURCES LIMITED,MQR
MARTIN AIRCRAFT COMPANY LIMITED,MJP
MASTERMYNE GROUP LIMITED,MYE
MATADOR MINING LIMITED,MZZ
MATRIX COMPOSITES & ENGINEERING LIMITED,MCE
MATSA RESOURCES LIMITED,MAT
MAXIMUS RESOURCES LIMITED,MXR
MAXITRANS INDUSTRIES LIMITED,MXI
MAXSEC GROUP LIMITED,MSP
MAYFIELD CHILDCARE LIMITED,MFD
MAYNE PHARMA GROUP LIMITED,MYX
MAYUR RESOURCES LIMITED,MRL
MC MINING LIMITED,MCM
MCGRATH LIMITED,MEA
MCMILLAN SHAKESPEARE LIMITED,MMS
MCP MASTER INCOME TRUST,MXT
MCPHERSON'S LIMITED,MCP
MCS SERVICES LIMITED,MSG
MEC RESOURCES LIMITED,MMR
MEDADVISOR LIMITED,MDR
MEDALLION TRUST SERIES 2013-2,MBJ
MEDALLION TRUST SERIES 2014-1,MDZ
MEDALLION TRUST SERIES 2014-1P,MPZ
MEDALLION TRUST SERIES 2014-2,MZB
MEDALLION TRUST SERIES 2015-1,MZA
MEDALLION TRUST SERIES 2015-2,MZC
MEDALLION TRUST SERIES 2016-1,MZF
MEDALLION TRUST SERIES 2016-2,MZT
MEDALLION TRUST SERIES 2017-1,MZ1
MEDALLION TRUST SERIES 2017-2,MZ2
MEDIBANK PRIVATE LIMITED,MPL
MEDIBIO LIMITED,MEB
MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,MVP
MEDIGARD LIMITED,MGZ
MEDLAB CLINICAL LIMITED,MDC
MEDUSA MINING LIMITED,MML
MEGAPORT LIMITED,MP1
MEJORITY CAPITAL LIMITED,MJC
MELBANA ENERGY LIMITED,MAY
MELBOURNE IT LIMITED,MLB
MEMPHASYS LIMITED.,MEM
MERCANTILE INVESTMENT COMPANY LTD,MVT
MERCHANT HOUSE INTERNATIONAL LIMITED,MHI
MERCURY NZ LIMITED,MCY
MERIDIAN ENERGY LIMITED,MEZ
MERLIN DIAMONDS LIMITED,MED
MESA MINERALS LIMITED,MAS
MESOBLAST LIMITED,MSB
METAL BANK LIMITED,MBK
METALICITY LIMITED,MCT
METALLICA MINERALS LIMITED,MLM
METALS 479 LTD,ML7
METALS AUSTRALIA LTD,MLS
METALS X LIMITED,MLX
METALSEARCH LIMITED,MSE
METALSTECH LIMITED,MTC
METCASH LIMITED,MTS
METEORIC RESOURCES NL,MEI
METGASCO LTD,MEL
METLIFECARE LIMITED,MEQ
METMINCO LIMITED,MNC
METRO MINING LIMITED,MMI
METRO PERFORMANCE GLASS LIMITED,MPP
MFF CAPITAL INVESTMENTS LIMITED,MFF
MG UNIT TRUST,MGC
MGC PHARMACEUTICALS LTD,MXC
MGM WIRELESS LIMITED,MWR
