Company name,Symbol
"SHANGHAI AJ GROUP CO.,LTD.",600643
"LESHAN ELECTRIC POWER CO.,LTD.",600644
"VCANBIO CELL & GENE ENGINEERING CORP., LTD",600645
"SHANGHAI TONGDA VENTURE CAPITAL CO., LTD??",600647
"SHANGHAI WAI GAOQIAO FREE TRADE ZONE DEVELOPMENT CO.,LTD.",600648
"Shanghai SMI Holding Co., Ltd.",600649
"Shanghai Jin Jiang International Industrial Investment Co.,Ltd",600650
www.facs.com.cn,600651
"SHANGHAI U9 GAME CO.,LTD.",600652
"Shanghai Shenhua Holdings Co.,Ltd.",600653
"China Security & Fire Co.,Ltd",600654
"SHANGHAI YUYUAN TOURIST MART CO.,LTD",600655
www.cindare.com,600657
"Beijing Electronic Zone Investment and Development Co., Ltd",600658
"FUYAO GLASS INDUSTRY GROUP CO.,LTD",600660
www.xin-ny.com,600661
"Shanghai QiangSheng Holding CO.,Ltd.",600662
HTTP://WWW.LJZ.COM.CN,600663
"Harbin Pharmaceutical Group CO.,LTD.",600664
"Tande CO.,LTD.",600665
"AURORA OPTOELECTRONICS CO.,LTD",600666
WUXI TAIJI INDUSTRY COMPANY LIMITED.,600667
"ZHEJIANG JIANFENG GROUP CO.,LTD",600668
"HANGZHOU TIAN-MU-SHAN PHARMACEUTICAL ENTERPRISE CO.,LTD",600671
"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",600673
"SICHUAN CHUANTOU ENERGY CO.,LTD.",600674
CHINA ENTERPRISE COMPANY LIMITED,600675
"SHANGHAI JIAO YUN  GROUP CO., LTD.",600676
"AEROSPACE COMMUNICATIONS HOLDINGS GROUP CO.,LTD.",600677
"SICHUAN GOLDEN SUMMIT (GROUP) JOINT-STOCK CO., LTD.",600678
"ShangHai Phoenix Enterprise (Group) CO., LTD.",600679
"SHANGHAI POTEVIO CO.,LTD.",600680
"BESTSUN RNREGY  CO., LTD.",600681
"NANJING XINJIEKOU DEPARTMENT STORE CO.,LTD",600682
METRO LAND CORPORATION LTD,600683
"GUANGZHOU PEARL RIVER INDUSRIAL DEVELOPMENT CO.,LTD.",600684
comec.cssc.net.cn,600685
"XIAMEN KING LONG MOTOR GROUP CO.,TLD.",600686
"Gansu Gangtai Holding(Group) Co.,Ltd",600687
"SINOPEC SHANGHAI PETROCHEMICAL CO.,LTD",600688
SHANGHAI SANMAO ENTERPRISE (GROUP) CO.??LTD.,600689
http://www.haier.net/cn/about_haier/,600690
"YANGMEI CHEMICAL CO.,LTD",600691
"SHANG HAI YA TONG CO.,LTD.",600692
"FUJIAN DONGBAI (GROUP) CO.,LTD.",600693
DASHANG CO.??LTD.,600694
"Shanghai Greencourt Investment Group Co., Ltd.",600695
"Shanghai Yanshi Enterprise Development Co., Ltd ",600696
"CHANG CHUN EURASIA GROUP CO., LTD.",600697
http://www.tyen.com.cn,600698
NINGBO JOYSON ELECTRONIC CORP.,600699
"HARBIN GONG DA HIGH-TECH ENTERPRISE DEVELOPMENT CO.,LTD.",600701
"Sichuan Tuopai Shede Spirits Co., Ltd.",600702
www.sanan-e.com,600703
-,600704
"AVIC CAPITAL CO.,LTD.",600705
"XI??AN QUJIANG CULTURAL TOURISM CO.,LTD.",600706
"CAIHONG DISPLAY DEVICES CO.,LTD.",600707
www.bre600708.com,600708
www.sumec.com,600710
"CHENGTUN MINING GROUP CO.,LTD",600711
http://www.nnbh.com.cn,600712
NanJing Pharmaceutical Company Limited,600713
"Qinghai Jinrun Mineral Development Co., Ltd",600714
CULTURAL INVESTMENT HOLDINGS CO.??LTD.,600715
JIANGSU PHOENIX PROPERTY INVESTMENT COMPANY LIMITED,600716
"TIANJIN PORT HOLDINGS CO.,LTD.",600717
Neusoft Corporation,600718
http://www.dlrd.com,600719
"GANSU QILIANSHAN CEMENT GROUP CO.,LTD.",600720
www.xjbhc.net,600721
"HEBEI JINNIU CHEMICAL INDUSTRIAL CO.,LTD",600722
"Beijing Capital Retailing Group Co., Ltd.",600723
http://www.Fuda.com,600724
YUNNAN YUNWEI COMPANY LIMITED,600725
Huadian Energy Company Limited,600726
"SHANDONG LUBEI CHEMICAL CO.,LTD.",600727
"PCI-SUNTEK TECHNOLOGY CO., LTD.",600728
http://www.e-cbest.com,600729
"CHINA HI-TECH GROUP CO.,LTD.",600730
http://www.hnhlc.com,600731
"SHANGHAI XINMEI REAL ESTATE CO., LTD.",600732
-,600733
Fujian Start Group Co. Ltd,600734
-,600735
"SUZHOU NEW DISTRICT HI-TECH INDUSTRIAL CO.,LTD",600736
"COFCO TUNHE SUGAR  CO.,LTD.",600737
"LANZHOU MINBAI SHAREHOLDING (GROUP) CO.,LTD.",600738
http://www.chengda.com.cn,600739
"SHAN XI COKING CO.,LTD",600740
HUAYU Automotive Systems Company Limited,600741
"Changchun FAWAY Automobile Components Co., Ltd",600742
www.hy-online.com,600743
"DATANG HUAYIN ELECTRIC POWER CO.,LTD.",600744
"Wingtech Technology Co.,Ltd.",600745
JIANGSU SOPO CHEMICAL CO.LTD.,600746
"DALIAN DAFU ENTERPRISES HOLDINGS CO.,LTD",600747
"SHANGHAI INDUSTRIAL DEVELOPMENT CO.,LTD.",600748
"TIBET TOURISM CO.,LTD",600749
"JIANGZHONG PHARMACEUTICAL CO.,LTD",600750
"TIANJIN TIANHAI INVESTMENT CO., LTD.",600751
HENAN  ORIENTAL SILVER STAR INVESTMENT CO.LTD,600753
"Shanghai Jin Jiang International Hotels Development Co.,Ltd.",600754
"XIAMEN INTERNATIONAL TRADE GROUP CORP., LTD.",600755
"Inspur software  Co.,Ltd.",600756
"Changjiang Publishing & Media Co.,Ltd",600757
LIAONING HONGYANG ENERGY RESOURCE INVEST Co.Ltd.,600758
http://www.sse.com.cn,600759
AVIC SHENYANG AIRCRAFT COMPANY LIMITED,600760
"ANHUI HELI CO.,LTD.",600761
TOPCHOICE MEDICAL INVESTMENT CO.INC,600763
CEC CoreCast Corporation Limited,600764
http://www.avichm.com,600765
-,600766
"WINSAN(SHANGHAI)  MEDICAL SCIENCE AND TECHNOLOGY CO.,LTD",600767
HTTP://www.600768.com.cn,600768
"WUHAN XIANGLONG POWER INDUSTRY CO,LTD.",600769
"Jiangsu Zongyi Co.,LTD",600770
"GuangYuYuan Chinese Herbal Medicine Co., Ltd.",600771
"Tibet Urban Development and Investment Co.,LTD",600773
"WUHAN HANSHANG GROUP CO.,LTD.",600774
NANJING PANDA ELECTRONICS COMPANY LIMITED,600775
"EASTERN COMMUNICATIONS CO.,LTD.",600776
SHANDONG XINCHAO ENERGY CORPORATION LIMITED,600777
"XINJIANG YOUHAO (GROUP) CO.,LTD",600778
"SICHUAN SWELLFUN CO.,LTD",600779
TOP ENERGY COMPANY LTD.SHANXI,600780
"FUREN PHARMACEUTICAL INDUSTRIL(GROUP) CO.,COM",600781
"Xinyu Iron ?? Steel Co.,Ltd",600782
"Luxin Venture Capital Group Co., Ltd.",600783
"LUYIN INVESTMENT GROUP CO.,LTD.",600784
www.xhds.com.cn,600785
"CMST Development Co.,Ltd.",600787
"SHANDONG LUKANG PHARMACEUTICAL CO.,LTD.",600789
"ZheJiang China Light&Textile Industrial City Group Co.,Ltd.",600790
"BEH-PROPERTY CO., LTD",600791
"Yunnan Coal & Energy Co.,Ltd.",600792
"YibinpaperindustryCO.,LTD",600793
"ZHANGJIAGANG FREETRADE SCIENCE & TECHNOLOGY GROUP CO., LTD.",600794
"GD POWER DEVELOPMENT CO., LTD",600795
ZHEJIANG QIANJIANG BIOCHEMICAL COMPANY LIMITED,600796
"INSIGMA TECHNOLOGY CO.,LTD.",600797
NINGBO MARINE COMPANY LIMITED.,600798
"TIAN JIN GLOBAL MAGNETIC CARD CO.,LTD",600800
http//www.huaxincem .com,600801
http://www.fjcement.com/,600802
"ENN Ecological Holdings  Co.,LTD",600803
"DR.PENG TELECOM&MEDIA GROUP CO.,LTD.",600804
Jiangsu Yueda Investment Co.Ltd.,600805
"Shandong Tyan Home Co.,Ltd",600807
MAANSHAN IRON & STEEL COMPANY LIMITED,600808
"SHANXI XINGHUACUN FEN WINE FACTORY  CO.,LTD",600809
"SHEN MA INDUSTRY CO.,LTD",600810
ORIENT GROUP INCORPORATION,600811
NORTH CHINA PHARMACEUTICAL COMPANY. LTD,600812
"HANGZHOU JIEBAI GROUP CO., LIMITED.",600814
Xiamen XGMA Machinery Company Limited.,600815
"ANXIN TRUST CO.,LTD",600816
"XI'AN HONGSHENG TECHNOLOGY CO.,LTD.",600817
"ZHONGLU CO,.LTD.",600818
"SHANGHAI YAOHUA PILKINGTON GLASS GROUP CO,LTD.",600819
"SHANGHAI TUNNEL ENGINEERING CO.,LTD.",600820
"Tianjin Quan Ye Chang (Group) Co., Ltd",600821
"Shanghai Material Trading Co., Ltd.",600822
"Shanghai Shimao Co.,Ltd",600823
"SHANGHAI YIMIN COMMERCIAL GROUP CO., LTD.",600824
"Shanghai Xinhua Media Co., Ltd",600825
SHANGHAI LANSHENG CORPORATION,600826
"SHANGHAI BAILIAN GROUP CO., LTD.",600827
"Maoye Commercial Co.,Ltd.",600828
HPGC Renmintongtai Pharmaceutical Corporation,600829
"SUNNY LOAN TOP CO.,LTD",600830
http://www.600831.com,600831
"SHANGHAI NO.1 PHARMACY CO.,LTD.",600833
www.shtmetro.com,600834
http://www.chinasec.cn,600835
SHANGHAI JIELONG GROUP INDUSTRY CORPORATION LIMITED,600836
HAITONG Securities Company Limited,600837
"SHANGHAI JOIN BUY CO.,LTD.",600838
http://www.changhong.com,600839
SHANGHAI DIESEL ENGINE COMPANY LIMITED,600841
"Shang Gong Group Co., Ltd.",600843
"DANHUA CHEMICAL TECHNOLOGY CO., LTD.",600844
"Shanghai Baosight Software Co., Ltd.",600845
"SHANGHAI TONGJI SCIENCE & TECHNOLOGY INDUSTRIAL CO.,LTD",600846
www.cqwanli.com,600847
Shanghai Lingang Holdings Corporation Limited,600848
"SHANGHAI EAST-CHINA COMPUTER CO.,LTD",600850
"SHANGHAI HAIXIN GROUP CO., LTD.",600851
"LONGJIAN ROAD & BRIDGE CO.,LTD.",600853
"JIANGSU CHUNLAN REFRIGERATING EQUIPMENT STOCK CO.,LTD",600854
http://www.ascf.com.cn,600855
Changchun  Sinoenergy  Corporation,600856
"NINGBO ZHONGBAI CO., LTD.",600857
"INZONE GROUP CO.,LTD",600858
"WANGFUJING GROUP CO., LTD.",600859
Beijing Jingcheng Machinery Electric Company Limited,600860
www.bjcx.com.cn,600861
"Avic Aviation High-Technology  Co., Ltd.",600862
WWW.NMHDWZ.COM,600863
"HARBIN HATOU INVESTMENT CO.,LTD",600864
"BAIDA GROUP CO.,LTD",600865
"STAR LAKE BIOSCIENCE CO.,INC ZhAOQING GUANGDONG",600866
"TONGHUA DONGBAO PHARMACEUTICAL CO.,LTD.",600867
http://www.chinameiyan.com/,600868
"Far East Smarter Energy Co.,Ltd",600869
"XIAMEN OVERSEAS CHINESE ELECTRONIC CO.,LTD.",600870
SINOPEC OILFIELD SERVICE CORPORATION,600871
"JONJEE HI-TECH INDUSTRIAL & COMMERCIAL HOLDING CO.,LTD",600872
http://www.meihuagrp.com,600873
Tianjin Capital Environmental Protection Group Company Limited,600874
http://www.dec-ltd.cn/,600875
LUOYANG GLASS COMPANY LIMITED,600876
http://www.jialing.com.cn,600877
"China Aerospace Times Electronics CO., LTD.",600879
"Chengdu B-ray Media Co.,Ltd",600880
"JILIN YATAI (GROUP) CO., LTD.",600881
"Shanghai Ground Food Tech Co., Ltd.",600882
"Yunnan Bowin Technology&Industry Co.,Ltd.",600883
"NINGBO SHANSHAN CO.,LTD.",600884
Hongfa Technology Co.??Ltd.,600885
"SDIC Power Holdings Co.,Ltd.",600886
"INNER MONGOLIA YILI INDUSTRIAL GROUP CO.,LTD",600887
"XINJIANG JOINWORLD CO.,LTD.",600888
NANJING CHEMICAL FIBRE CO.LTD,600889
"CRED HOLDING CO.,LTD",600890
"HARBIN CHURIN GROUP JOINTSTOCK CO.,LTD.",600891
"DASHENG TIMES CULTURAL INVESTMENT CO.,LTD.",600892
"AECC AVIATION POWER CO,LTD",600893
"GUANGZHOU GUANGRI STOCK CO.,LTD.",600894
"SHANGHAI ZHANGJIANG HI-TECH PARK DEVELOPMENT CO.,LTD",600895
"LANHAI MEDICAL INVESTMENT CO., LTD.",600896
"Xiamen International Airport Co.,Ltd",600897
"Gome Telecom Equipment Co., Ltd.",600898
"China Yangtze Power Co.,ltd.",600900
"Jiangsu Financial Leasing Co.,Ltd.",600901
www.guizhougas.com,600903
"Wuxi Rural Commercial Bank Co., Ltd.",600908
"HUAAN SECURITIES CO., LTD.",600909
http://www.cqgas.cn/,600917
"BANK OF JIANGSU CO., LTD.",600919
"BANK OF HANGZHOU CO.,LTD.",600926
 ?????????? ???????? ???????????????? ?????? ?? ??????,600929
"IKD Co., Ltd.",600933
-,600936
CHONGQING CONSTRUCTION ENGINEERING GROUP CORPORATION LIMITED,600939
ORIENT SECURITIES COMPANY LIMITED,600958
Jiangsu Broadcasting Cable Information Network Corporation Limited,600959
www.bhpiston.com,600960
"ZHUZHOU SMELTER GROUP CO.,LTD.",600961
"SDIC ZHONGLU FRUIT JUICE CO.,LTD.",600962
"YUEYANG FOREST ?? PAPER CO., LTD.",600963
"Fortune Ng Fung Food (Hebei) Co., Ltd",600965
"SHANDONG  BOHUI PAPER INDUSTRIAL  CO.,LTD.",600966
www.bfcy.cc,600967
Hunan Chendian International Development Share-holding Limited company,600969
"Sinoma International Engineering Co.,Ltd.",600970
Http://www.ahhymd.com.cn,600971
"BAOSHENG SCIENCE AND TECHNOLOGY INNOVATION CO., LTD.",600973
www.newwf.com,600975
JIANMIN PHARMACEUTICAL GROUP CO.??LTD.,600976
"CHINA FILM CO., LTD.",600977
http://www.yihuatimber.com,600978
"SICHUAN GUANGAN AAA PUBLIC CO.,LTD .",600979
"BGRIMM Technology Co.,Ltd.",600980
JIANGSU HIGH HOPE INTERNATIONAL CORPORATION,600981
www.nbtp.com.cn,600982
"Whirlpool China Co.,Ltd",600983
"SHAANXI  CONSTRUCTION  MACHINERY  CO.,LTD.",600984
"Anhui Leimingkehua Co.,Ltd",600985
"KEDA GROUP CO., LTD.",600986
"ZHEJIANG HANGMIN CO., LTD.",600987
www.600988.com.cn,600988
"Anhui Sun Create Electronics Co.,Ltd",600990
"GUIZHOU WIRE ROPE CO.,LTD",600992
www.mayinglong.cn,600993
"YUNNAN WENSHAN ELECTRIC POWER CO.,LTD.",600995
http://www.gzgdwl.com/,600996
KAILUAN ENERGY CHEMICAL CORPORATION LIMITED,600997
Jointown Pharmaceutical Group Company Limited,600998
"China Merchants Securities Co.,Ltd.",600999
"TANGSHAN PORT GROUP CO.,LTD.",601000
"Datong Coal Industry Co., Ltd.",601001
"GEM-YEAR INDUSTRIAL CO.,LTD.",601002
"LIUZHOU IRON&STEEL CO.,LCD",601003
www.cqgt.cn,601005
"Daqin Railway Co., Ltd.",601006
www.jinlinghotel.com,601007
"Jiangsu Lianyungang Port Co.,Ltd.",601008
"BANK OF NANJING CO., LTD",601009
Wenfeng Great World Chain Development  Corporation,601010
"Baotailong New Materials Co., Ltd.",601011
"LONGi Green Energy Technology Co., Ltd.",601012
"Shaanxi Heimao Coking Co., Ltd ",601015
http://www.cecwpc.cn,601016
Ningbo Zhoushan Port Company Limited,601018
http://www.sdcbcm.com/,601019
-,601020
"Spring Airlines Co., Ltd.",601021
"Jiangsu Yulong Steel Pipe Co., Ltd.",601028
FIRST TRACTOR COMPANY LIMITED,601038
www.sailunjinyu.com,601058
w-r-g.cn,601069
Gansu Guofang Industry & Trade Group Limited by Share Ltd.,601086
China Shenhua Energy Company Limited,601088
"China South Publishing & Media Group Co.,Ltd.",601098
http://www.tpyzq.com,601099
jiangsu hengli hydraulic co.Ltd,601100
"BEIJING HAOHUA ENERGY RESOURCE CO. ,LTD",601101
China First Heavy lndustries,601106
http://www.cygs.com,601107
"CAITONG SECURITIES CO.,LTD",601108
Air China Limited,601111
"Yiwu Huading Nylon Co.,Ltd.",601113
sanjiang.com,601116
"China National Chemical Engineering CO.,LTD.",601117
"China Hainan Rubber Industry Group Co.,LTD.",601118
"BEIJING SIFANG AUTOMATION CO.,LTD.",601126
"CHONGQING SOKON INDUSTRY GROUP STOCK CO.,LTD.",601127
"Jiangsu Changshu Rural Commercial Bank Co., Ltd.",601128
www.pwalloy.com,601137
www.szgas.com.cn,601139
"Future Land Holdings Co., Ltd",601155
www.cncqsw.com,601158
"TRIANGLE TYRE CO., LTD.",601163
"INDUSTRIAL BANK CO.,LTD.",601166
"Western Mining Co., Ltd.",601168
"BANK OF BEIJING CO.,LTD.",601169
www.chinaadvance.com,601177
www.xdect.com.cn,601179
China Railway Construction Corporation Limited,601186
"HEILONGJIANG TRANSPORT DEVELOPMENT CO., LTD",601188
"DONGXING SECURITIES CO., LTD.",601198
www.jsjnsw.com,601199
"SHANGHAI ENVIRONMENT GROUP CO., LTD.",601200
"SICHUAN EM TECHNOLOGY CO.,LTD.",601208
Guotai Junan Securities Co. Ltd.,601211
"Baiyin Nonferrous Group Co.,Ltd",601212
"INNER MONGOLIA JUNZHENG ENERGY & CHEMICAL GROUP CO.,LTD.",601216
"Jiangsu SINOJIT Wind Energy Technology Co,.Ltd.",601218
"JIANGSU LINYANG Energy CO., LTD.",601222
SHAANXI COAL INDUSTRY COMPANY LIMITED,601225
"HUADIAN HEAVY INDUSTRIES CO.,LTD.",601226
guangzhou port company limited,601228
"Bank of Shanghai Co.,ltd.",601229
"Universal scientific industrial(shanghai)Co.,Ltd.",601231
"TONGKUN GROUP CO,LTD",601233
"GUANGZHOU AUTOMOBILE GROUP CO.,LTD.",601238
"Pang Da Automobile Trade Co., Ltd.",601258
AGRICULTURAL BANK OF CHINA LIMITED,601288
"Camel Group Co.,Ltd.",601311
"PING AN INSURANCE??GROUP?? COMPANY OF CHINA, LTD.",601318
"Qinhuangdao Port Co., Ltd.*",601326
"BANK OF COMMUNICATIONS CO.,LTD.",601328
GUANGSHEN RAILWAY COMPANY LIMITED,601333
NEW CHINA LIFE INSURANCE COMPANY LTD.,601336
"BROS EASTERN CO., LTD.",601339
www.360.cn,601360
" Liqun Commercial Group Co., Ltd. ",601366
-,601368
"XI'AN SHAANGU POWER CO., LTD.",601369
"Central China Securities Co., Ltd.",601375
"Industrial Securities Co.,Ltd",601377
Yechiu Metal Recycling (China) Ltd.,601388
www.crec.cn,601390
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,601398
"JIANGSU GENERAL SCIENCE TECHNOLOGY CO.,LTD",601500
"SHANTOU DONGFENG PRINTING CO.,LTD.",601515
Jilin Expressway Company Ltd.,601518
Shanghai DZH Limited,601519
"SOOCHOW SECURITIES CO.,LTD.",601555
www.sinovel.com,601558
www.jiumuwang.com,601566
"NINGBO SANXING MEDICAL ELECTRIC Co.,Ltd.",601567
"kuaijishan shaoxing wine co.,ltd.",601579
BEIJING NORTH STAR COMPANY LIMITED,601588
shanghai film corporation,601595
"Jiangsu Lugang Culture Co., Ltd",601599
ALUMINUM CORPORATION OF CHINA LIMITED,601600
"China Pacific Insurance (Group) Co., Ltd.",601601
"Shanghai Pharmaceuticals Holding Co., Ltd.",601607
"CITIC HEAVY INDUSTRIES CO.,LTD.",601608
CHINA NUCLEAR ENGINEERING CORPORATION LIMITED,601611
www.sgeg.cn,601616
Metallurgical Corporation of China Ltd.,601618
Ningxia Jiaze Renewables Corporation Limited,601619
CHINA LIFE INSURANCE COMPANY LIMITED,601628
Great Wall Motor Company Limited,601633
"Zhuzhou Kibing Group Co., Ltd",601636
"PINGDINGSHAN TIANAN COAL MINING CO., LTD.",601666
China State Construction Engineering Corporation Limited,601668
"Power Construction Corporation of China,Ltd.??POWERCHINA Ltd.??",601669
"Henan Mingtai Al. Industrial Co.,Ltd.",601677
"BEFAR GROUP CO.,LTD",601678
"HUATAI SECURITIES CO.,LTD",601688
"Ningbo Tuopu Group Co.,Ltd.",601689
"Shanxi Lu??an Environmental Energy Development Co.,Ltd.",601699
"CHANGSHU FENGFAN POWER EQUIPMENT CO.,LTD",601700
www.zzmj.com,601717
Jihua Group Corporation Limited,601718
www.shanghai-electric.com,601727
CRRC Corporation Limited,601766
"LIFAN INDUSTRY (GROUP) Co., Ltd",601777
Everbright Securities Company Limited,601788
"Ningbo Construction Co., Ltd",601789
Lanpec Technologies Limited,601798
"Changzhou Xingyu Automotive Lighting Systems Co., Ltd",601799
"China Communications Construction Co.,Ltd",601800
"ANHUI XINHUA MEDIA CO., LTD",601801
China Oilfield Services Limited,601808
http://www.winshare.com.cn,601811
CHINA EVERBRIGHT BANK COMPANY LIMITED,601818
www.chinaredstar.com,601828
"BANK OF CHENGDU CO., LTD.",601838
PetroChina Company Limited,601857
China Science Publishing & Media Ltd.,601858
"COSCO SHIPPING Development Co.,Ltd.",601866
"CHINA MERCHANTS ENERGY SHIPPING CO., LTD.",601872
www.chint.net,601877
-,601878
Dalian Port (PDA) Company Limited,601880
"China Galaxy Securities Co., Ltd.",601881
"NINGBO HAITIAN PRECISION MACHINERY CO., LTD.",601882
"Jangho  Group Co., Ltd.",601886
China lnternationnal Travel Service Corporation Limited,601888
"Asian Star Anchor Chain Co.,Ltd.Jiangsu",601890
China Coal Energy Company Limited,601898
Zijin Mining Group Company Limited,601899
Southern Publishing and Media Company Limited,601900
"Founder Securities Co., Ltd.",601901
"Beijing Jingyuntong Technology Co.,Ltd.",601908
"CHINA COAL XINJI ENERGY CO.,LTD",601918
"COSCO SHIPPING Holdings Co., Ltd.",601919
JIANGSU PHOENIX PUBLISHING&MEDIA CORPORATION LIMITED,601928
"JISHI MEDIA CO., LTD.",601929
"YONGHUI SUPERSTORES CO., LTD.",601933
CHINA CONSTRUCTION BANK CORPORATION,601939
www.cnpubc.com,601949
"Jiangsu Provincial Agricultural Reclamation and Development Co.,Ltd",601952
"Jinduicheng Molybdenum Co.,Ltd",601958
"CHINA AUTOMOTIVE ENGINEERING RESEARCH INSTITUE CO.,LTD",601965
"Shandong Linglong Tyre Co.,Ltd",601966
"Shanghai Baosteel Packaging Co.,Ltd",601968
"Hainan Mining Co.,Ltd",601969
www.cnnp.com.cn,601985
BANK OF CHINA LIMITED,601988
China Shipbuilding Industry Company Limited,601989
www.dtpower.com,601991
BBMG Corporation,601992
"Guangxi Fenglin Wood lndustry Group Co.,Ltd.",601996
BANK OF GUIYANG CO.LTD.,601997
CHINA CITIC BANK CORPORATION LIMITED,601998
Northern United Publishing & Media ??Group?? Company Limited,601999
www.people.com.cn,603000
"ZheJiang AoKang Shoes Co., Ltd.",603001
EPOXY BASE ELECTRONIC MATERIAL  CORPORATION LIMITED,603002
"SHANGHAI LONYER FUELS CO., LTD",603003
"China Wafer Level CSP Co., Ltd",603005
"Shanghai Lianming Machinery Co.,Ltd",603006
Flower King Eco-Engineering Inc.,603007
"XILINMEN FURNITURE CO.,LTD.",603008
"SHANGHAI BEITE TECHNOLOGY CO.,LTD.",603009
"Zhejiang Wansheng Co.,Ltd",603010
"Hefei Metalforming Intelligent Manufacturing Co., Ltd.",603011
"Shanghai Chuangli Group CO.,LTD.",603012
"Ningbo Techmation Co.,Ltd.",603015
"Wuxi New Hongtai Electrical Technology Co.,Ltd",603016
"ARTS Group Co., Ltd",603017
"China DesignGroupCo.,Ltd.",603018
www.sugon.com,603019
"Apple Flavor & Fragrance Group Co., Ltd",603020
http://www.huapengglass.com,603021
"SHANGHAI XINTONGLIAN PACKINF CO.,LTD",603022
Harbin VITI Electronics Corp,603023
-,603025
"SHANDONG SHIDA SHENGHUA CHEMICAL GROUP CO.,LTD",603026
"QIANHE CONDIMENT AND FOOD CO., LTD",603027
http://www.wxrope.com/,603028
"ShanDong Swan Cotton Industrial Machinery Stock Co., Ltd.",603029
"Shanghai Trendzone Consturction Decoration Group Co.,Ltd",603030
http://www.sinoadl.com/,603031
"DELIXI XINJIANG Transportation Co.,Ltd.",603032
"Zhejiang Sanwei Rubber Item Co.,Ltd ",603033
"Changshu Automotive Trim co.,Ltd.",603035
"JIANGSU RUTONG PETRO-MACHINERY CO., LTD.",603036
"Shanghai Carthane Co., LTD",603037
"HUALI INDUSTRIES CO.,LTD.",603038
www.weaver.com.cn,603039
www.xzbco.com,603040
"Jiangsu Maysta Chemical Co., Ltd",603041
Nanjing Huamai Technology CO.;Ltd.,603042
"GUANGZHOU RESTAURANT GROUP CO.,LTD.",603043
http://www.kldcop.com,603050
"ZHE JIANG TAIHUA NEW MATERIAL CO., LTD.",603055
"DEPPON LOGISTICS Co.,LTD.",603056
"Gui zhou Yongji Printing Co.,ltd",603058
http:// www.toothbrush.com.cn/,603059
"China Building Material Test & Certification Group Co., Ltd.",603060
??????????????????????????1??,603063
http://www.informrack.com/,603066
"Hubei ZhenHua Chemical Co., LTD",603067
"Hainan Haiqi Transportation Group Co.,Ltd.",603069
"Ningbo Lehui International Engineering Equipment Co.,Ltd.",603076
www.hebang.cn,603077
"Jiangyin Jianghuamicro Elctronic Materials Co.,Ltd",603078
http://www.sd-pharm.com/main.html,603079
www.xjhjrq.com,603080
"ZHEJIANG DAFENG INDUSTRIAL CO., LTD",603081
"CIG SHANGHAI CO.,LTD.",603083
"Zhejiang Tiancheng Controls Co.,Ltd",603085
"SHANDONG CYNDA CHEMICAL CO.,LTD",603086
www.nbjingda.com,603088
"ADD Industry??Zhejiang?? CO., LTD",603089
-,603090
http://www.readinglife.com/,603096
CENTER INTERNATIONAL GROUP COMPANY LIMITED,603098
changbai shan tourism company limited,603099
"Chongqing Chuanyi Automation Co.,LTD",603100
www.wuikatimes.com,603101
"Hengdian Entertainment CO.,LTD",603103
"Cashway Technology Co.,Ltd.",603106
"Shanghai Runda Medical Technology Co.,Ltd",603108
"New East New Materials Co., Ltd",603110
www.kn-nanjing.com,603111
"JINNENG SCIENCE&TECHNOLOGY CO., LTD.",603113
-,603116
-,603117
"SHENZHEN GONGJIN ELECTRONICS CO.,LTD.",603118
"Beijing Cuiwei Tower Co.,Ltd.",603123
Sinoma Energy Conservation Ltd.,603126
"JOINN LABORATORIES (CHINA) CO., LTD",603127
http://www.ctsfreight.com,603128
"ZHEJIANG CFMOTO POWER CO.,LTD.",603129
"SHANGHAI HUGONG ELECTRIC GROUP CO.,LTD",603131
"Tanyuan??Technology??Co.,??Ltd. ",603133
"Jiangsu Tianmu Lake Tourism Co.,Ltd",603136
"Beijing Vastdata Technology Co., Ltd.",603138
"SHAANXI KANGHUI PHARMACEUTICAL CO.,LTD",603139
"Hebei Yangyuan Zhihui Beverage Co.,Ltd.",603156
http://www.lachapelle.cn,603157
"Changzhou Tenglong Auto Parts Co.,Ltd.",603158
-,603159
"Shenzhen Goodix Technology Co.,Ltd.",603160
"Kehua Holdings Co., Ltd.",603161
"Zhejiang Rongsheng Environmental Protection Paper Co.,LTD",603165
"GUI LIN FUDA CO.,LTD",603166
"Bohai Ferry GROUP Co.,Ltd.",603167
"Zhejiang Shapuaisi Pharmaceutical Co., Ltd.",603168
"Lanzhou LS Heavy Equipment co., Ltd",603169
"zhejiang tuna environmental science & technology co., ltd",603177
"Ningbo Shenglong Automotive PowertrainSystem Co.,Ltd.",603178
"Jiangsu Xinquan Automotive Trim Co.,Ltd",603179
http://www.goldenhome.cc,603180
"Zhejiang Huangma Technology Co.,Ltd.",603181
"SUZHOU INSTITUTE OF BUILDING SCIENCE GROUP CO.,LTD",603183
"Zhejiang Huazheng New Material  Co., Ltd.",603186
"Jiangsu Yabang Dyestuff Co.,Ltd.",603188
"Shanghai Wondertek Software Co.,Ltd",603189
"Ribo Fashion Group Co., Ltd.",603196
Shanghai Baolong Automotive Corporation,603197
ANHUI YINGJIA DISTILLERY CO.??LID.,603198
"Anhui Jiuhuashan Tourism Development Co., Ltd.",603199
